Bölüm,Label
BILGISAYAR VE OGRETIM TEKNOLOJILERI OGRETMENLIGI(EREGLI),510
BILGISAYAR VE OGRETIM TEKNOLOJILERI OGRETMENLIGI(IKINCI OGRETIM),511
BILGISAYAR VE OGRETIM TEKNOLOJILERI OGRETMENLIGI(INGILIZCE),512
BILGISAYAR VE OGRETIM TEKNOLOJILERI OGRETMENLIGI(INGILIZCE)(TAM BURSLU),513
BILGISAYAR VE OGRETIM TEKNOLOJILERI OGRETMENLIGI(TAM BURSLU),514
BILGISAYAR VE OGRETIM TEKNOLOJILERI OGRETMENLIGI(UZAKTAN EGITIM),515
BILGISAYAR VE OGRETIM TEKNOLOJILERI ORETMELIGI,516
BILGISAYAR VE YAZILIM MUHENDISLIGI,517
BILGISAYAR VEYA YAZILIM MUH. OLACAK,518
BILGISAYARLI MUHASEBE,519
BILGISISAYAR MUHENDISLIGI,520
BILGISIYAR MUHENDISLIGI,521
BILGISSA,522
BILGISYAR MUHENDISLIGI,523
BILGISYAR PROGRAMCILIGI,524
BILIM TARIHI,525
BILIM TARIHI BOLUMU,526
BILISIIM SISTEMLERI MUHENDISLIGI,527
BILISIM GUVENLIGI TEKNOLOJISI,528
BILISIM SISTEMLERI MUH. /BILGISAYAR MUHENDISLIGI,529
BILISIM SISTEMLERI MUHENDISLIGI,530
BILISIM SISTEMLERI MUHENDISLIGI(%50 BURSLU),531
BILISIM SISTEMLERI MUHENDISLIGI(INGILIZCE),532
BILISIM SISTEMLERI MUHENDISLIGI(INGILIZCE)(%25 BURSLU),533
BILISIM SISTEMLERI MUHENDISLIGI(INGILIZCE)(UOLP-SUNY BINGHAMTON),534
BILISIM SISTEMLERI VE TEKNOLOJILERI,535
BILISIM SISTEMLERI VE TEKNOLOJILERI (FAKULTE),536
BILISIM SISTEMLERI VE TEKNOLOJILERI (YUKSEKOKUL),537
BILISIM SISTEMLERI VE TEKNOLOJILERI (YUKSEKOKUL)(TAM BURSLU),538
BILISIM TEKNOLOJILERI,539
BILISIM TEKNOLOJILERI OGRETIMI VE OGRETMANLIGI,540
BILISIM VE OGRETIM TEKOLOJILERI OGRETMENLIGI,541
BILMIYORUM,542
BIOENGINEERING,543
BIOMEDICAL ENGINEERING,544
BIOMEDIKAL MUHENDISLIG,545
BIR ILAHIYAT OKUYORUM,546
BIRDEN FAZLA BOLUM OKUMUYO,547
BIRDEN FAZLA BOLUM OKUMUYORUM,548
BIRDEN FAZLA BOLUMDE OKUMUYORUM,549
BIRDEN FAZLA OKUMUYORUM,550
BITKI KORUMA,551
BITKI KORUMA BOLUMU,552
BITKI KORUMA PROGRAMI,553
BITKISEL VE HAYVANSAL URETIM,554
BITKISEL VE HAYVANSAL URETIM BOLUMU TOHUMCULUK TEKNOLOJISI PROGRAMI,555
BIYLOJ,556
BIYO,557
BIYO MUHENDISLIK,558
BIYOENFORMATIK VE GENETIK,559
BIYOKI,560
BIYOKIMY,561
BIYOKIMYA,562
BIYOLO,563
BIYOLOJ,564
BIYOLOJ BOLUMU,565
BIYOLOJI,566
BIYOLOJI (A.B.D),567
BIYOLOJI (INGILIZCE),568
BIYOLOJI BOLUMU,569
BIYOLOJI INGILIZCE,570
BIYOLOJI LISANS,571
BIYOLOJI OGRETMENLI,572
BIYOLOJI OGRETMENLIG,573
BIYOLOJI OGRETMENLIGI,574
BIYOLOJI OGRETTMENLIGI,575
BIYOLOJI YUKSEK LISANS,576
BIYOLOJI [ING],577
BIYOLOJI(ING),578
BIYOLOJI(INGILIZCE),579
BIYOLOJI(POLATLI),580
BIYOMEDIKA,581
BIYOMEDIKAL,582
BIYOMEDIKAL CIHAZ TEKNOLOJILERI,583
BIYOMEDIKAL CIHAZ TEKNOLOJISI,584
BIYOMEDIKAL CIHAZ TEKNOLOJLERI,585
BIYOMEDIKAL MUH.,586
BIYOMEDIKAL MUHENDI,587
BIYOMEDIKAL MUHENDISI,588
BIYOMEDIKAL MUHENDISLI,589
BIYOMEDIKAL MUHENDISLIG,590
BIYOMEDIKAL MUHENDISLIGI,591
BIYOMEDIKAL MUHENDISLIGI (%100 INGILIZCE),592
BIYOMEDIKAL MUHENDISLIGI (INGILIZCE),593
"BIYOMEDIKAL MUHENDISLIGI , BILGISAYAR MUHENDISLIGI CAP",594
BIYOMEDIKAL MUHENDISLIGI ING,595
BIYOMEDIKAL MUHENDISLIGI INGILIZCE,596
BIYOMEDIKAL MUHENDISLIGI YUKSEK LISANS PROGRAMI,597
BIYOMEDIKAL MUHENDISLIGI(%100 INGILIZCE),598
BIYOMEDIKAL MUHENDISLIGI(%50 BURSLU),599
BIYOMEDIKAL MUHENDISLIGI(IKINCI OGRETIM),600
BIYOMEDIKAL MUHENDISLIGI(INGILIZCE),601
BIYOMEDIKAL MUHENDISLIGI(INGILIZCE)(%50 BURSLU),602
BIYOMEDIKAL MUHENDISLIGI(INGILIZCE)(TAM BURSLU),603
BIYOMEDIKAL MUHENDISLIGI(TAM BURSLU),604
BIYOMEDIKAL MUHENDISLIGI- MOLEKULER BIYOLOJI VE GENETIK,605
BIYOMEDIKAL MUHENDISLIK,606
BIYOMEDIKAL MUHENISLIGI (INGILIZCE),607
BIYOMETRIK,608
BIYOMUHENDISIK,609
BIYOMUHENDISLI,610
BIYOMUHENDISLIK,611
BIYOMUHENDISLIK (INGILIZCE),612
BIYOMUHENDISLIK(IKINCI OGRETIM),613
BIYOMUHENDISLIK(INGILIZCE),614
BIYOMUHENDISLIK(INGILIZCE)(%25 BURSLU),615
BIYOMUHENDISLIK(INGILIZCE)(%50 BURSLU),616
BIYOSISTEM MUHENDISLIGI,617
BIYOSISTEM MUHNDISLIGI,618
BIYOSYSTEM MUHENDISLIGI,619
BIYOTEKNOLOJI,620
BIYOTEKNOLOJI VE MOLEKULER BIYOLOJI,621
BIYOTEKNOLOJI(INGILIZCE)(UOLP-ABD MONTANA STATE UNIVERSITESI),622
BLGISAYAR MUHENDISLIGI,623
BOLUM: (SPOR YONETICILIGI) YKSNIN BIRINCI OTURUMU OLAN (TYT+OZEL YETENEK SINAVIYLA KAZANDIM.),624
BOTE,625
BUISNESS MANAGEMENT,626
BULENT ECEVIT UNIVERSITESI TURKCE OGRETMENLIGI,627
BULGARCA MUTERCIM TERCUMANLIK,628
BURO YONETICI VE SEKRETERLIGI,629
BURO YONETIMI,630
BURO YONETIMI VE SEKRETERLIK,631
BURO YONETIMI VE YONETICI ASISTANI,632
BURO YONETIMI VE YONETICI ASISTANLIGI,633
BURO YONETIMI VE YONETICI ASISTANLIGI BOLUMU,634
BURO YONETIMI YONETICI ASISTANLIGI,635
BURS ALMIYORUM,636
BUSINESS,637
BUSINESS ADMINISTRATION,638
BUSINESS ADMINISTRATION ISLETME,639
BUSINESS ADMISTRATION,640
BUSINESS MANAGEMENT,641
BUSINESSINGILIZCE ISLETME,642
C,643
CAGDAS TURK EDEBIYATI VE LEHCELERI,644
CAGDAS TURK LEHCELERI,645
CAGDAS TURK LEHCELERI VE EDEBIYATLARI,646
CAGDAS TURK LEHCELERI VE EDEBIYATLARI(%50 BURSLU),647
CAGDAS TURK LEHCELERI VE EDEBIYATLARI(IKINCI OGRETIM),648
CAGDAS TURK LEHCELERI VE EDEBIYATLARI(TAM BURSLU),649
CAGDAS YUNAN DILI VE EDEBIYATI,650
CAGRI MERKEZI,651
CAGRI MERKEZI BOLUMU,652
CALGI EGITIMI,653
CALISMA EKOMONISI VE ENDUSTRI ILISKILERI UZAKTAN EGITIM,654
CALISMA EKONIMISI VE ENDUSTRI ILISKILERI,655
CALISMA EKONOMISI,656
CALISMA EKONOMISI ENDUSTRI ILISKILERI,657
CALISMA EKONOMISI ENDUSTRIYEL ILISKILER,658
CALISMA EKONOMISI V,659
CALISMA EKONOMISI VE CALISMA EKONOMISI,660
CALISMA EKONOMISI VE ENDUSRTI ILISKILERI,661
CALISMA EKONOMISI VE ENDUSTIRI ILISKILERI,662
CALISMA EKONOMISI VE ENDUSTIRIYEL ILISKILER,663
CALISMA EKONOMISI VE ENDUSTRI,664
CALISMA EKONOMISI VE ENDUSTRI A,665
CALISMA EKONOMISI VE ENDUSTRI I,666
CALISMA EKONOMISI VE ENDUSTRI IISKILERI,667
CALISMA EKONOMISI VE ENDUSTRI ILISILER,668
CALISMA EKONOMISI VE ENDUSTRI ILISKILE,669
CALISMA EKONOMISI VE ENDUSTRI ILISKILER,670
CALISMA EKONOMISI VE ENDUSTRI ILISKILER BOLUMU,671
CALISMA EKONOMISI VE ENDUSTRI ILISKILERI,672
CALISMA EKONOMISI VE ENDUSTRI ILISKILERI BOLUMU,673
CALISMA EKONOMISI VE ENDUSTRI ILISKILERI(IKINCI OGRETIM),674
CALISMA EKONOMISI VE ENDUSTRI ILISKILERI(UZAKTAN EGITIM),675
CALISMA EKONOMISI VE ENDUSTRI ILISKSLER,676
CALISMA EKONOMISI VE ENDUSTRIYEL IL,677
CALISMA EKONOMISI VE ENDUSTRIYEL ILISKILER,678
CALISMA EKONOMISI VE ENDUSTRIYEL ILISKILERI,679
CALISMA EKONOMOSI VE ENDUSTRI ILISKILERI,680
CALISOA EKONOMISI VE ENDUSTRI ILISKILER,681
CEEVRE MUHENDISLIGI,682
CEKO,683
CEKO VE HARITA KADASTRO,684
CELAL BAYAR UNIVERSITESINDE IS SAGLIGI VE GUVENLIGI BOLUMUNU DE BITIRDIM,685
CERRAHPASA INGILIZCE TIP,686
CERRAHPASA TIP,687
CERRAHPASA TIP FAKULTESI,688
CERRAHPASA TIP FAKULTESI - TURKCE TIP PROGRAMI,689
CERRAHPASA TIP FAKULTESI INGILIZCE TIP BOLUMU,690
CERRAHPASA TIP FAKULTESI TURKCE TIP,691
CERRAHPASA TIPTURKCE TIP,692
CEVHER HAZIRLAMA MUHENDISLIGI,693
CEVHER HAZIRLAMA MUHENDISLIGI(INGILIZCE),694
CEVIRIBILIM,695
CEVIRIBILIM(%50 BURSLU),696
CEVIRIBILIM(ALMANCA),697
CEVIRIBILIM(ALMANCA)(IKINCI OGRETIM),698
CEVIRIBILIM(TAM BURSLU),699
CEVIRMENLIK,700
CEVRE,701
CEVRE KORUMA VE KONTROL,702
CEVRE KORUMA VE KONTROLU,703
CEVRE MUH.,704
CEVRE MUHEN,705
CEVRE MUHENDIALIGI,706
CEVRE MUHENDISI,707
CEVRE MUHENDISILIGI,708
CEVRE MUHENDISLI,709
CEVRE MUHENDISLIGI,710
CEVRE MUHENDISLIGI %100 INGILIZCE,711
CEVRE MUHENDISLIGI (%100 INGILIZCE),712
CEVRE MUHENDISLIGI (ING),713
CEVRE MUHENDISLIGI (INGILIZCE),714
CEVRE MUHENDISLIGI / MAKINA MUHENDISLIGI,715
CEVRE MUHENDISLIGI / NOT: HARVARD UNIVERSITESI-IKLIM DEGISIKLIGI VE CAP ILE GIRISIMCILIK VE ANADOLU UNIVERSITESI-ISLETME BOLUMLERINDE DE OKUMAKTAYIM,716
CEVRE MUHENDISLIGI BOLUMU,717
CEVRE MUHENDISLIGI INGILIZCE,718
CEVRE MUHENDISLIGI VE ENDUSTRI MUHENDISLIGI ( CIFT ANADAL),719
CEVRE MUHENDISLIGI VE KIMYA,720
CEVRE MUHENDISLIGI(IKINCI OGRETIM),721
CEVRE MUHENDISLIGI(INGILIZCE),722
CEVRE MUHENDISLIGI(INGILIZCE)(TAM BURSLU),723
CEVRE MUHENDISLIGI(TAM BURSLU),724
"CEVRE MUHENDISLIGI, INSAAT MUHENDISLIGIYLE DE CAP YAPMAKTAYIM.",725
CEVRE MUHENDSILIGI,726
CEVRE SAGLIGI,727
CEVRE TEKNIKERLIGI,728
CEZA INFAZ VE GUVENLIK HIZMETLERI,729
CEZA INFAZ VE GUVENLIK HIZMETLERI BOLUMU,730
CEZA INFAZ VE GUVENLIK KURUMU,731
CEZA VE INFAZ GUVENLIK HIZMETKEIR,732
"CIFT ANA DAL OGRENCISIYIM, IKI BOLUMUMDE DE TAM BURSLUYUM. ILKI: RADYO, TV, SINEMA. IKINCISI: SIYASET BILIMI VE ULUSLARARASI ILISKILER.",733
"CIFT ANA DAL OGRENCISIYIM:1)RADYO, TELEVIZYON VE SINEMA. 2)SIYASET BILIMI VE ULUSLARARASI ILISKILER",734
CIFT ANADAL PROGRAMI- CALISMA EKONOMISI VE ENDUSTRI ILISKILERI ISLETME,735
CIN DILI VE EDEBIYATI,736
CINCE MUTERCIM TERCUMANLIK,737
CIZGI FILM - ANIMASYON,738
CIZGI FILM VE ANIMASYON,739
CO,740
COCUK BAKIMI VE GENCLIK HIZMETLERI,741
COCUK GELIS,742
COCUK GELISI,743
COCUK GELISIM,744
COCUK GELISIMI,745
COCUK GELISIMI (FAKULTE),746
COCUK GELISIMI (LISANS),747
COCUK GELISIMI (YUKSEKOKUL),748
COCUK GELISIMI (YUKSEKOKUL)(%50 BURSLU),749
COCUK GELISIMI (YUKSEKOKUL)(TAM BURSLU),750
COCUK GELISIMI /AUZEF,751
COCUK GELISIMI BOLUMU,752
COCUK GELISIMI INGILIZCE,753
COCUK GELISIMI IO,754
COCUK GELISIMI LISANS,755
COCUK GELISIMI ONLISANS,756
COCUK GELISIMI VE ADALET,757
COCUK GELISIMI VE EGITIMI,758
COCUK GELIȘIMI,759
COCUK GELSIMI,760
COCUK HAKLARI YUKSEK LISANS PROGRAMI,761
COCUK KORUMA,762
COGELISIMI,763
COGRAF,764
COGRAFI BILGI SISTEMLERI,765
COGRAFYA,766
COGRAFYA BILIMI VE HARITACILIK,767
COGRAFYA BOLUMU,768
COGRAFYA OGRETMENLIGI,769
COGRAFYA(IKINCI OGRETIM),770
COGRAFYA(INGILIZCE)(TAM BURSLU),771
COMPUTER EDUCATION AND EDUCATIONAL TECHNOLOGIES,772
COMPUTER ENGINEERING,773
COMPUTER SCIENCE,774
COMPUTER SCIENCE ENGINEERING,775
COMPUTER TECHNOLOGY AND INFORMATION SYSTEM,776
COMPUTER TECHNOLOGY AND INFORMATION SYSTEMS,777
CONSTRUCTION MANAGEMENT-MASTER,778
COURAF,779
COXUK,780
CTIS,781
CUKUROVA UNIVERSITESI TIP FAKULTESI,782
CZVZ,783
D,784
DENIZ ISLETME,785
DENIZ ISLETMECILIGI VE YONETIMI(%50 BURSLU),786
DENIZ ISLETMELERI YONETIMI,787
DENIZ ULASTIRMA ISLETME,788
DENIZ ULASTIRMA ISLETME MUHENDISLIG,789
DENIZ ULASTIRMA ISLETME MUHENDISLIGI,790
DENIZ ULASTIRMA ISLETME MUHENDISLIGI (FAKULTE),791
DENIZ ULASTIRMA ISLETME MUHENDISLIGI (FAKULTE)(INGILIZCE),792
DENIZ ULASTIRMA ISLETME MUHENDISLIGI (FAKULTE)(KUZEY KIBRIS)(INGILIZCE)(TAM BURSLU),793
DENIZ ULASTIRMA ISLETME MUHENDISLIGI (FAKULTE)(TAM BURSLU),794
DENIZ ULASTIRMA ISLETME MUHENDISLIGI ING,795
DENIZ ULASTIRMA VE ISLETME,796
DENIZ ULASTIRMA VE ISLETME MUHENDISLIGI,797
DENIZ ULASTIRMA VE ISLETME MUHENDISLIGI (INGILIZCE),798
DENIZ VE LIMAN ISLETMEC,799
DENIZ VE LIMAN ISLETMECILIGI,800
DENIZ VE LIMAN ISLETMECILIGI PROGRAMI,801
DENIZCILIK,802
DENIZCILIK FAKULTESI,803
DENIZCILIK FAKULTESI DENIZCILIK ISLETMELERI YONETIMIING.,804
DENIZCILIK ISLETMECILIGI,805
DENIZCILIK ISLETMELERI VE YONETIMI,806
DENIZCILIK ISLETMELERI VE YONETIMI (INGILIZCE),807
DENIZCILIK ISLETMELERI YONETI,808
DENIZCILIK ISLETMELERI YONETIMI,809
DENIZCILIK ISLETMELERI YONETIMI %100 INGILIZCE,810
DENIZCILIK ISLETMELERI YONETIMI (FAKULTE)(INGILIZCE),811
DENIZCILIK ISLETMELERI YONETIMI (FAKULTE)(INGILIZCE)(IKINCI OGRETIM),812
DENIZCILIK ISLETMELERI YONETIMI (FAKULTE)(UOLP-MAINE MARITIME ACADEMY),813
DENIZCILIK ISLETMELERI YONETIMI (YUKSEKOKUL),814
DENIZCILIK ISLETMELERI YONETIMI INGILIZCE,815
DENIZCILIK ISLETMELERI YONETIMIINGILIZCE,816
DENIZCILIK ISLETMLERI YONE,817
DENIZCILIK ISLETMLERI YONETIMI,818
DENIZCILIK ULASTIRMA ISLETME MUHENDISLIGI,819
DERI MUH,820
DERI MUHENDISLIGI,821
DEVLET KONSERVATUARI,822
DEVLET KONSERVATUVARI,823
DEVLET KONSERVATUVARI CALGI YAPIM,824
DEVLET UNIVERSITESI,825
DGS ILE GECIS YAPTIGIM USAK UNIVERSITESINDE YENI MEDYA BOLUMU OKUYORUM 3. SINIF OGRENCISIYIM.,826
DI,827
DIGER,828
DIJITAL,829
DIJITAL OYUN TASARIMI,830
DIL BILIM,831
DIL VE KONUSMA,832
DIL VE KONUSMA TERAPIS,833
DIL VE KONUSMA TERAPISI,834
DIL VE KONUSMA TERAPISTI,835
DIL VE KONUSMA TERAPISTLIGI,836
DILBILIM,837
DILBILIM (INGILIZCE),838
DILBILIMI,839
DIN KULTUR VE AHLAK BILGISI,840
DIN KULTURU VE AHLAK BILGISI OGRETMELIGI,841
DIN KULTURU VE AHLAK BILGISI OGRETMENLIG,842
DIN KULTURU VE AHLAK BILGISI OGRETMENLIGI,843
DINKULTURU OGRETMENLIGI,844
DINKULTURU VE AHLAK BILGISI OGRETMENLIGI,845
DIS,846
DIS EKIMLIGI,847
DIS H,848
DIS HEK,849
DIS HEKI,850
DIS HEKIMI,851
DIS HEKIMLGI,852
DIS HEKIMLI,853
DIS HEKIMLIG,854
DIS HEKIMLIGI,855
DIS HEKIMLIGI (INGILIZCE),856
DIS HEKIMLIGI BOLUMU,857
DIS HEKIMLIGI FAKUL,858
DIS HEKIMLIGI FAKULTES,859
DIS HEKIMLIGI FAKULTESI,860
DIS HEKIMLIGI FAKULTESI DIS HEKIMLIGI BOLUMU,861
DIS HEKIMLIGI FAKULTESI TURKCE,862
DIS HEKIMLIGI P,863
DIS HEKIMLIGI PR.,864
DIS HEKIMLIGI(%50 BURSLU),865
DIS HEKIMLIGI(INGILIZCE),866
DIS HEKIMLIGI(TAM BURSLU),867
DIS HEKIMLIGII,868
DIS HEKIMLII,869
DIS PROTEZ,870
DIS PROTEZ TEKNIKERLIGI,871
DIS PROTEZ TEKNILOJISI,872
DIS PROTEZ TEKNISYENI,873
DIS PROTEZ TEKNOLOJILERI,874
DIS PROTEZ TEKNOLOJISI,875
DIS TCARET,876
DIS TICARET,877
DIS TICARET ACIK OGRETIM,878
DIS TICARET AMA CAP YAPICAM,879
DIS TICARET INGILIZCE,880
DIS TICARET ISLEMLERI YONETIMI MESLEKI INGILIZCE VE IKTISAT INGILIZCE,881
DIS TICARETINGILIZCE,882
DIS-TICARET,883
DISHEKIMLIGI,884
DIYALI,885
DIYALIZ,886
DIYALIZ PROGRAMI,887
DIYALIZ TEKNIKERI,888
DIYALIZ TEKNIKERLIGI,889
DIYALIZ TEKNIKERLIGI / ADALET,890
DIYALIZ+ PARAMEDIK,891
DOGAL GAZ ZORLA INSANLARIN YUZUNDEN OKUDUGUM BOLUMDUR,892
DOGALGAZ,893
DOGALGAZ TESISATI,894
DOGU AKDENIZ UNIVERSITESI INGILIZCE PSIKOLOJI VE ANADOLU UNIVERSITESI ADALET,895
DOGU DILLERI EDEBIYATLARI,896
DOGU DILLERI VE EDEBIYATI,897
DOGU DILLERI VE EDEBIYATLARI,898
DRAMA VE OYUNCULUK,899
DUAL-MEDIUM BUSINESS ADMINISTRATION,900
DUNYA DINLERI,901
E - TICARET YONETIM VE TEKNIK,902
E TICARET YUKSEK LISANS PROGRAMI,903
E-TICARET VE YONETIMI,904
EB,905
EBEK,906
EBEL,907
EBELI,908
EBELIK,909
EBELIK (FAKULTE),910
EBELIK (YUKSEKOKUL),911
EBELIK BOLUMU,912
EBELIK PROGRAMI,913
EBELIK.,914
ECAZICILIK,915
ECONOMI,916
ECONOMICS,917
ECONOMICS & FINANCE,918
ECONOMY,919
ECZA IL,920
ECZAC,921
ECZACIL,922
ECZACILI,923
ECZACILIK,924
ECZACILIK (INGILIZCE),925
ECZACILIK BOLUMU,926
ECZACILIK FAKULTESI,927
ECZACILIK FAKULTESI ECZACILIK BOLUMU,928
ECZACILIK FAKULTESI- ROMA TOR VERGATA UNIVERSITESI (ITALYA),929
ECZACILIK FAKULTESINI BU SENE BITIRDIM. SIMDI DE PAZARLAMA VE HALKLA ILISKILER OKUYORUM.,930
ECZACILIK VE YAZILIM MUHENDISLIGI,931
ECZACILIK(%25 BURSLU),932
ECZACILIK(%50 BURSLU),933
ECZACILIK(INGILIZCE),934
ECZACILIK(T.C. VATANDASLARI),935
ECZACILIK(TAM BURSLU),936
ECZACILIK-ULUSLARARASI KIBRIS UNIVERSITESI,937
ECZACL,938
ECZANE HIZMET,939
ECZANE HIZMETLER,940
ECZANE HIZMETLERI,941
ECZANE TEKNIKERLIGI,942
EDEBIYAT,943
EDEBIYAT BOLUMU,944
EDEBIYAT FAKULTESI,945
EDEBIYAT FAKULTESI / SANAT TARIHI,946
EDEBIYAT FAKULTESI SOSYOLOJI BOLUMU,947
EDEBIYAT FAKULTESI TARIH BOLUMU,948
EDEBIYAT FAKULTESI-SANAT TARIHI,949
EDEBIYAT FAKULTESI/TARIH,950
EDEBIYAT OGRETMENLIGI,951
EDEBIYET BOLUMU,952
EELKTRIK ELEKTRONIK MUHENDISLIGI,953
EGIT,954
EGITIM BILIMLERI,955
EGITIM FAKULTESI - INGILIZCE OGRETMENLIGI,956
EGITIM FAKULTESI - SINIF OGRETMENLIGI,957
EGITIM FAKULTESI FEN BILIMLERI OGRETMENLIGI,958
EGITIM FAKULTESI GUZEL SANATLAR EGITIMI BOLUMU RESIM IS OGRETMELIGI ANA BILIM DALI,959
EGITIM FAKULTESI ILKOGRETIM MATEMATIK OGRETMENLIGI,960
EGITIM FAKULTESI RESIM IS OGRETMENLIG,961
EGITIM FAKULTESI RESIM-IS OGRETMENLIGI,962
EGITIM FAKULTESI SINIF OGRETMENLIGI MERSIN UNIVERSITESI,963
EGITIM FAKULTESI TURKCE OGRETMENLIGI,964
EGITIM YONETIMI TEFTISI EKONOMISI VE PLANLAMASI YUKSEK LISANS,965
EGZERSIZ VE SPOR,966
EGZERSIZ VE SPOR BILIMLERI,967
EK,968
EKON,969
EKONO,970
EKONOM,971
EKONOMETR,972
EKONOMETRI,973
EKONOMETRI BOLUMU,974
EKONOMETRI IKTISAT BOLUMU ILE CIFT ANADAL YAPIYORUM.,975
EKONOMETRI INGILIZCE,976
EKONOMETRI(IKINCI OGRETIM),977
EKONOMI,978
EKONOMI %30 ING,979
EKONOMI (ANA BOLUM) ISLETME (CAP),980
EKONOMI (INGILIZCE,981
EKONOMI (INGILIZCE),982
"EKONOMI , ULUSLARARASI TICARET VE ISLETMECILIK",983
EKONOMI - ING,984
EKONOMI - ISLETME,985
EKONOMI - YONETIM BILIMLERI,986
EKONOMI FINANS,987
EKONOMI FINANS - ULUSLARARASI ILISKILER IKINCI ANADAL,988
EKONOMI FINANS USTUN BASARI PROGRAMI,989
EKONOMI ING,990
EKONOMI INGILIZCE %50 BURSLU,991
EKONOMI V,992
EKONOMI VE FINA,993
EKONOMI VE FINAN,994
EKONOMI VE FINANS,995
EKONOMI VE FINANS (INGILIZCE),996
EKONOMI VE FINANS (TURKCE),997
EKONOMI VE FINANS / SIYASAL BILIMLER CIFTANADAL,998
EKONOMI VE FINANS TURKCE (ANADAL) / ENDUSTRI MUHENDISLIGI INGILIZCE (CIFT ANADAL),999
EKONOMI VE FINANS(%50 BURSLU),1000
EKONOMI VE FINANS(ING),1001
EKONOMI VE FINANS(INGILIZCE)(%50 BURSLU),1002
EKONOMI VE FINANS(INGILIZCE)(TAM BURSLU),1003
EKONOMI VE FINANS(TAM BURSLU),1004
EKONOMI VE ISLETME,1005
EKONOMI VE ISLETME (CAP),1006
EKONOMI VE ISLETME CIFT ANADAL,1007
EKONOMI(%50 BURSLU),1008
EKONOMI(INGILIZCE),1009
EKONOMI(INGILIZCE)(%25 BURSLU),1010
EKONOMI(INGILIZCE)(%50 BURSLU),1011
EKONOMI(INGILIZCE)(TAM BURSLU),1012
EKONOMI(INGILIZCE)(UOLP-SUNY NEW PALTZ)(%50 BURSLU),1013
EKONOMI(TAM BURSLU),1014
EKONOMI- ISLETME,1015
EKONOMI-ENDUSTRI MUHENDISLIGI,1016
EKONOMI-FINANS USTUN BASARI PROGRAMI,1017
EKONOMI-INGILIZCE,1018
EKONOMI-ISLETME,1019
EKONOMI-SOSYOLOJI CIFT ANA DAL,1020
EKONOMI-ULUSLARARASI ILISKILER CIFT ANADAL,1021
EKONOMIING.,1022
EKONOMIINGILIZCE,1023
EKONOMISTI,1024
EL SANATLARI,1025
EL SANATLARI TASARIMI VE URETIMI (M.T.O.K.),1026
ELE,1027
ELECTRIC-ELECTRONICS ENGINEERIN,1028
ELECTRICAL -ELECTRONICS ENGINEERING,1029
ELECTRICAL ELECTRONIC ENGINEERING,1030
ELECTRICAL-ELECTRONICS ENGINEERING,1031
ELECTRIK ELECTRONIC MUHANDISLIK,1032
ELECTRONICS AND COMMUNICATION ENGINEERING %100 ENG,1033
ELEHKTRIK-ELEKTRONIK MUHENDISLIGI,1034
ELEK-ELEKTRONIK MUHENDISLIGI,1035
ELEKKTRONIK VE HABERLESME MUHENDISLIGI,1036
ELEKRIK ELEKTRONIK MUHENDISLIGI,1037
ELEKRONIK HABERLESME MUHENDISLIGI,1038
ELEKRONIK TEKNOLOJISI,1039
ELEKT,1040
ELEKTIK ELEKTRONIK MUHENDISLIGI YL,1041
ELEKTIK- ELEKTRONIK MUHENDISLIGI,1042
ELEKTIRIK,1043
ELEKTIRIK ELEKTRONIK MUH.,1044
ELEKTIRIK ELEKTRONIK MUHENDISLIGI,1045
ELEKTIRIK ELOKTRONIK MUHENDISLIGI,1046
ELEKTIRIK TEKNOLOJISI,1047
ELEKTIRIK VE ELEKTRONIK MUHENDISLIGI,1048
ELEKTIRIK-ELEKTRONIK MUHENDISLIGI,1049
ELEKTIRK ELEKTRONIK MUH,1050
ELEKTIRK VE ENER,1051
ELEKTONIK MUHENDISLIGI,1052
ELEKTRI ELEKTRONIK MUHENDISLIGI,1053
ELEKTRIK,1054
ELEKTRIK & ELEKTRONIK MUHENDISLIGI,1055
ELEKTRIK - ELEKTRONIK MUHENDISLIGI,1056
ELEKTRIK - ELEKTRONIK MUHENDISLIGI %30 INGILIZCE,1057
ELEKTRIK - ELEKTRONIK MUHENDISLIGI VE OPTISYENLIK,1058
ELEKTRIK - ELELTRONIK MUHENDISLIGI,1059
ELEKTRIK BOLUMU,1060
ELEKTRIK EKEKTRONIK MUHENDISLIGI,1061
ELEKTRIK ELEKRONIK MUHENDISLIGI INGILIZCE,1062
ELEKTRIK ELEKTONIK MUHENDISI,1063
ELEKTRIK ELEKTONIK MUHENDISLIGI,1064
ELEKTRIK ELEKTORINIK MUHENDISLIGI,1065
ELEKTRIK ELEKTRIK MUHENDISLIGI,1066
ELEKTRIK ELEKTROIK MUHENDISLIGI,1067
ELEKTRIK ELEKTRONIK,1068
ELEKTRIK ELEKTRONIK MGHENDISLIGI,1069
ELEKTRIK ELEKTRONIK MU,1070
ELEKTRIK ELEKTRONIK MUH,1071
ELEKTRIK ELEKTRONIK MUH- BILGISAYAR MUH CIFT ANADAL,1072
ELEKTRIK ELEKTRONIK MUH.,1073
ELEKTRIK ELEKTRONIK MUH. 100%ING,1074
ELEKTRIK ELEKTRONIK MUHE,1075
ELEKTRIK ELEKTRONIK MUHEMDISLIGI,1076
ELEKTRIK ELEKTRONIK MUHEND,1077
